3.436000e-02, 5, 200.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
7.997999e-02, 5, 400.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
1.888000e-01, 5, 600.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
1.950202e-01, 5, 800.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
2.176402e-01, 5, 1000.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
2.697404e-01, 5, 1200.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
3.204402e-01, 5, 1400.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
3.647002e-01, 5, 1600.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
4.230004e-01, 5, 1800.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
4.749804e-01, 5, 2000.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
5.311406e-01, 5, 2200.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
5.860407e-01, 5, 2400.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
5.594604e-01, 5, 2600.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
6.045804e-01, 5, 2800.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
6.148804e-01, 5, 3000.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
6.504804e-01, 5, 3200.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
6.981204e-01, 5, 3400.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
7.535406e-01, 5, 3600.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
8.123406e-01, 5, 3800.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
8.420806e-01, 5, 4000.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
8.830006e-01, 5, 4200.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
9.431607e-01, 5, 4400.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
9.765608e-01, 5, 4600.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
1.030361e+00, 5, 4800.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
1.069060e+00, 5, 5000.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
1.123541e+00, 5, 5200.000000, 1.000000e+00, 0.000000e+00, 2.000000e+00
